id,task_statement_id,scenario,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,correct_explanation,wrong_explanation_1,wrong_explanation_2,wrong_explanation_3,created_at,service_tags
bd4dd002-46af-40eb-980f-feb0cfb5419e,33e0d447-3d60-4b1d-8dfd-b53901cf0b01,"A company's application uses Amazon Cognito User Pools for authentication. After a user signs in, the application calls a protected API Gateway endpoint. The API must verify that the caller is an authenticated Cognito user and reject unauthenticated requests with a 401 response. Which API Gateway configuration achieves this with the least custom code?",Create a Cognito User Pool Authorizer in API Gateway and attach it to the protected methods. API Gateway validates the JWT token from the Authorization header against the User Pool automatically.,Create a Lambda Authorizer that decodes the JWT token and calls the Cognito User Pool to verify it on each request.,Enable IAM authorization on the API Gateway methods and use Cognito Identity Pool credentials to sign requests with SigV4.,Use API Gateway resource policies to restrict access to the Cognito User Pool's IP address range.,"The native Cognito User Pool Authorizer validates the JWT token from the Authorization header against the specified User Pool without any custom code. It handles token signature verification, expiry checking, and claim extraction automatically. Unauthenticated requests or requests with invalid tokens receive a 401 Unauthorized response.","A Lambda Authorizer can validate Cognito tokens but requires writing and maintaining custom JWT validation code, adds per-request Lambda invocation latency, and incurs additional Lambda costs. The native Cognito Authorizer handles this more efficiently with no custom code.","IAM authorization requires clients to sign requests with SigV4 using AWS credentials obtained from a Cognito Identity Pool. This adds complexity for web and mobile clients and is more appropriate for service-to-service API access, not for end-user authentication with User Pool tokens.","API Gateway resource policies restrict access based on AWS account, VPC, or IP address — not based on Cognito User Pool identity. Cognito User Pools do not have a fixed IP address range, and this approach would not validate user authentication.",2026-05-17 09:13:24.511734+00,"[""api-gateway"",""cognito""]"
bdc637e2-d9ea-4c31-a7fd-fba4c3f4f132,d230ad5a-700f-4836-a3e6-71f1f25e6eef,"A help center has English-language content and wants to automatically translate it into French, Spanish, German, and Japanese for international users. Which AWS service is purpose-built for this?",Amazon Translate,Amazon Comprehend,Amazon Polly,Amazon Lex,Amazon Translate is the AWS managed neural machine translation service. It supports many language pairs and can translate documents and snippets at scale.,Comprehend analyzes text for entities and sentiment but does not translate between languages.,Polly converts text to speech; it does not translate text.,Lex builds conversational chatbots; it is not a translation service.,2026-05-17 09:10:38.106984+00,"[""translate""]"
bdebf8ce-5369-4d91-bc66-27fbf113c413,e1d6bd5a-057f-49c1-9d95-b6980c55ebd0,A data engineer is building an ETL pipeline using AWS Glue to process semi-structured JSON data stored in Amazon S3. Some records have inconsistent schemas — fields are missing in some records and additional fields appear in others. The engineer needs to handle schema evolution gracefully without failing the job. Which AWS Glue feature supports this?,AWS Glue DynamicFrame with resolveChoice and schema merging,AWS Glue DataFrame with a strict schema definition,AWS Glue Data Quality rules to reject non-conforming records,Amazon Athena schema-on-read with OPENCSV SerDe,"AWS Glue DynamicFrames are designed for semi-structured data with inconsistent schemas. They support schema merging (combining fields from all records into a unified schema) and resolveChoice (handling fields with multiple data types), allowing the ETL job to process records with varying schemas without failing.",A Spark DataFrame with a strict schema definition will fail or drop records that do not conform to the defined schema. It does not gracefully handle missing fields or additional fields across records.,"AWS Glue Data Quality rules validate data against constraints and can flag or reject non-conforming records, but they do not resolve schema inconsistencies or allow the job to continue processing records with varying schemas.","Amazon Athena with schema-on-read applies a schema at query time for CSV data. It is a query service, not an ETL transformation tool, and does not address schema evolution within a Glue ETL pipeline.",2026-05-17 09:12:23.431976+00,"[""glue""]"
bdf205b1-7a9b-4782-9869-1d9e73898e56,b71f2be3-347c-4cd1-a3b8-b736c5257e5c,A data scientist discovers that 8% of rows in a training dataset have missing values in a key numeric feature. The feature has a roughly normal distribution and the missingness appears to be random. Which imputation strategy is most appropriate to preserve the statistical properties of the feature?,Impute missing values with the mean of the feature,Drop all rows with missing values,Impute missing values with zero,Impute missing values with the maximum value of the feature,"When data is missing at random and the feature is normally distributed, mean imputation preserves the central tendency of the distribution and introduces minimal bias. It is a standard, statistically sound approach for handling random missingness in numeric features.","Dropping rows with missing values removes 8% of the training data, which reduces the dataset size and can introduce bias if the missingness is not completely random. This is generally not preferred when imputation is feasible.","Imputing with zero is only appropriate when zero has a meaningful interpretation in the context of the feature (e.g., no purchases). For a normally distributed feature, replacing missing values with zero would distort the distribution and introduce significant bias.","Imputing with the maximum value would severely skew the distribution toward the upper end, introducing systematic bias and potentially causing the model to learn incorrect patterns from the imputed values.",2026-05-17 09:13:40.338933+00,"[""sagemaker"",""sagemaker-data-wrangler""]"
bdf2b431-f24e-4d45-a1ef-b5098e7daa2d,f63b1152-d85c-4b99-98bb-8fe6cccb1b1f,"A company runs a content management system where authors publish articles that trigger downstream workflows including image resizing, search indexing, and social media posting. Each workflow is independent and managed by a separate team. The company wants to add new downstream workflows in the future without modifying the publishing service. Which architecture supports this extensibility requirement?",Publish article events to an Amazon SNS topic. Each downstream workflow subscribes to the topic via its own SQS queue. New workflows can be added by creating a new SQS queue and subscribing it to the topic.,Have the publishing service directly invoke each downstream workflow's Lambda function using the AWS SDK.,Write article events to a shared DynamoDB table that each downstream workflow polls for new entries.,Use Amazon EventBridge with a single rule that routes all article events to a Lambda function that calls each downstream workflow in sequence.,"SNS fan-out with SQS subscriptions provides a loosely coupled, extensible architecture. The publishing service only knows about the SNS topic — it has no knowledge of downstream consumers. Adding a new workflow requires only creating a new SQS queue and subscribing it to the topic, with zero changes to the publishing service.",Directly invoking downstream Lambda functions creates tight coupling — the publishing service must know about every downstream workflow and must be updated every time a new one is added. This violates the extensibility requirement.,"Polling a shared DynamoDB table creates contention between workflows and requires each workflow to implement its own polling logic, deduplication, and state tracking. It is operationally complex and does not scale well with many consumers.","A single Lambda function calling workflows in sequence creates a synchronous chain where a failure or slowness in one workflow blocks all subsequent ones. It also requires modifying the Lambda function to add new workflows, reintroducing the coupling problem.",2026-05-17 09:15:05.769168+00,"[""sns"",""sqs"",""eventbridge""]"
bee2544d-b646-407e-b620-3e18efdfb77a,023852d0-8f36-4e39-83a9-34e9a2cccd93,"A company wants to implement automated model retraining triggered by data drift detection. When SageMaker Model Monitor detects that the distribution of inference inputs has shifted significantly from the training baseline, the team wants to automatically kick off a SageMaker Pipeline to retrain the model. Which integration pattern achieves this?","Configure Model Monitor to emit a CloudWatch alarm on drift detection, and use an EventBridge rule to trigger the SageMaker Pipeline when the alarm fires",Configure Model Monitor to directly invoke the SageMaker Pipeline via a built-in trigger,Use AWS Lambda to poll Model Monitor results every hour and trigger the pipeline if drift is detected,"Use Amazon SNS to send a notification to the team, who then manually triggers the pipeline","SageMaker Model Monitor publishes monitoring results as CloudWatch metrics. You can create a CloudWatch alarm that fires when drift exceeds a threshold, and an EventBridge rule can route that alarm event to trigger a SageMaker Pipeline execution. This is the standard event-driven pattern for automated retraining on drift detection.",SageMaker Model Monitor does not have a built-in direct trigger to invoke SageMaker Pipelines. The integration requires routing through CloudWatch alarms and EventBridge.,Polling Model Monitor results with Lambda every hour introduces unnecessary latency and complexity. The event-driven CloudWatch alarm + EventBridge pattern reacts immediately when drift is detected without polling.,"Sending an SNS notification for manual pipeline triggering introduces human latency into what should be an automated retraining workflow. The goal is automated retraining, not human-in-the-loop notification.",2026-05-17 09:13:40.338933+00,"[""sagemaker"",""sagemaker-model-monitor"",""sagemaker-pipelines"",""eventbridge"",""cloudwatch""]"
bf24c49c-7acd-4d43-b7ae-f8d7c76d2000,04c63002-ea7a-4278-b6bd-626221c15b1b,A security team wants to require all IAM users in the account to provide a one-time code from a virtual authenticator app in addition to their password when signing in. Which capability should be enabled?,Multi-factor authentication (MFA),IAM Access Analyzer,AWS Single Sign-On password rotation,Service control policies (SCPs),Multi-factor authentication (MFA) requires a second factor — typically a one-time code from a virtual or hardware authenticator — in addition to a password. MFA can be enabled per IAM user and is required by best practice for the root user and privileged users.,IAM Access Analyzer identifies resources shared outside an account or organization. It does not affect sign-in flow.,"Password rotation does not require a second factor. It only enforces periodic password changes, which is a weaker control than MFA.",SCPs limit what permissions IAM principals in an Organization can use. They do not control sign-in authentication factors.,2026-05-17 09:07:51.173233+00,"[""iam""]"
bf28308a-b97d-4ed0-8419-0239e935d090,e1d6bd5a-057f-49c1-9d95-b6980c55ebd0,A data engineering team runs an AWS Glue PySpark job that reads partitioned Parquet data from Amazon S3 and writes results back to S3. The job processes 2 TB of data daily and is consistently slow. Profiling shows that 90% of the processing time is spent on a shuffle operation caused by a join between a 2 TB fact table and a 500 MB dimension table. Which optimization should the team apply?,Use a broadcast join to distribute the smaller dimension table to all executors,Increase the number of Glue DPUs allocated to the job,Enable Glue job bookmarks to skip previously processed partitions,Repartition the fact table to match the number of available executors,"When joining a large table with a small table (500 MB fits in executor memory), a broadcast join eliminates the shuffle entirely by sending a copy of the small table to every executor. This is the most effective optimization for this specific bottleneck and can reduce join time by orders of magnitude.","Adding more DPUs increases parallelism but does not eliminate the shuffle. The shuffle will still occur across all executors, just with more resources — the root cause of the slowness is not addressed.",Glue job bookmarks skip previously processed data to avoid reprocessing. They do not affect the performance of the join operation within a single job run.,Repartitioning the fact table changes how data is distributed across executors but does not eliminate the shuffle caused by the join. The shuffle will still occur when matching keys across partitions.,2026-05-17 09:12:49.173773+00,"[""glue"",""s3""]"
bf57d6fa-e0d4-4334-a6d2-b28c5c777e8f,033171f8-00b8-4936-a1b6-bf66ecdf45a9,A data engineer needs to write a script that reads thousands of items from an Amazon DynamoDB table using a filter expression. The engineer notices that the script is making many API calls and consuming excessive read capacity. Which DynamoDB API operation and pattern should be used to efficiently retrieve all matching items?,Use the Scan operation with pagination via the LastEvaluatedKey,Use the GetItem operation in a loop for each item,Use the Query operation without a partition key,Use the BatchWriteItem operation to retrieve items in bulk,"The DynamoDB Scan operation reads all items in a table and applies filter expressions. For large tables, Scan returns up to 1 MB of data per call. Using the LastEvaluatedKey from each response as the ExclusiveStartKey in the next call paginates through the entire table efficiently.","Using GetItem in a loop makes one API call per item, which is extremely inefficient for thousands of items. It consumes one read capacity unit per item and generates excessive API call overhead.","The DynamoDB Query operation requires a partition key value — it cannot be used without specifying a partition key. Without a partition key, Query is not a valid operation.",BatchWriteItem is used to write (put or delete) multiple items in a single request. It is a write operation and cannot be used to retrieve items from a table.,2026-05-17 09:12:23.431976+00,"[""dynamodb""]"
bf66fc28-9453-4b5a-a9b7-e85e0cd47ea7,907c18a4-f408-4e70-8a4d-aa9dc2bd9fc1,A team places an Amazon SQS queue between a producer service and a consumer service so that the producer can keep submitting work even when the consumer is being deployed. Which Well-Architected design principle does this illustrate?,Loose coupling using a queue,Vertical scaling of monolithic services,Centralizing authorization at the API gateway,Co-locating producer and consumer on the same EC2 host,"Inserting a queue between producer and consumer is a textbook loose-coupling pattern. Producers and consumers can be deployed, scaled, and operated independently because they communicate asynchronously through SQS rather than via direct synchronous calls.","Vertical scaling addresses sizing of a single resource, not coupling between services.",Centralizing authorization is a separate concern; it does not address coupling between producer and consumer at deploy time.,Co-locating producer and consumer increases coupling and shared blast radius — the opposite of the principle.,2026-05-17 09:08:54.872441+00,"[""sqs""]"
bf72fb34-5936-4525-b11f-625d79f0fe33,33e0d447-3d60-4b1d-8dfd-b53901cf0b01,A developer is building a Node.js application that runs on an on-premises Linux server and needs to call AWS services such as S3 and DynamoDB using the AWS SDK. The server is not an EC2 instance and cannot be assigned an IAM role. What is the MOST suitable way to provide AWS credentials to the application?,Create an IAM user with programmatic access and store the access keys in the credentials file at ~/.aws/credentials on the server.,Assign an IAM role to the on-premises server and use the AssumeRole API to retrieve temporary credentials.,Hardcode the AWS access keys directly in the application source code.,Use the root account access keys stored in the credentials file.,"For applications running outside of AWS, access keys are the standard mechanism for programmatic access. The AWS SDK automatically reads credentials from the ~/.aws/credentials file on Linux servers. Creating a dedicated IAM user with only the required permissions and storing its access keys in the credentials file is the correct approach for on-premises SDK usage.","IAM roles can be assigned to EC2 instances, ECS tasks, and Lambda functions — not to arbitrary on-premises servers. While AWS Systems Manager hybrid activations can extend some IAM capabilities to on-premises servers, directly assigning a role to an on-premises server is not supported in the standard model.","Hardcoding access keys in source code is a critical security anti-pattern. Keys embedded in code are easily exposed through version control systems, code reviews, or accidental sharing. The credentials file keeps keys separate from the application code.",Root account access keys provide unrestricted access to all AWS resources and should never be created or used for application access. AWS strongly recommends against creating root access keys under any circumstances.,2026-05-17 09:13:12.626897+00,"[""iam""]"
bf8e328a-48f3-4ee7-92ce-7dcb5808c5ac,ee04c877-d414-4d08-be68-c3ceffbe9465,"A data engineering team stores partitioned Parquet data in Amazon S3 and queries it using Amazon Athena. After adding new partitions to S3, queries do not return data from the new partitions. The team wants to automatically update the Glue Data Catalog with new partition metadata whenever partitions are added. Which approach automates partition discovery?",Run an AWS Glue crawler on a schedule to discover and add new partitions,Run 'MSCK REPAIR TABLE' in Athena after each partition is added,Manually run 'ALTER TABLE ADD PARTITION' for each new partition,Enable S3 Event Notifications to update the Glue Data Catalog,AWS Glue crawlers can run on a schedule to automatically discover new partitions in S3 and update the Glue Data Catalog. This eliminates the need for manual intervention and ensures that Athena queries always have access to the latest partitions.,"Running 'MSCK REPAIR TABLE' in Athena can add new partitions, but it requires manual execution after each partition is added. This does not automate partition discovery and requires ongoing manual intervention.",Manually running 'ALTER TABLE ADD PARTITION' for each new partition is time-consuming and error-prone. It does not automate partition discovery and does not scale well as the number of partitions grows.,"S3 Event Notifications can trigger Lambda functions in response to object creation events, but they do not natively update the Glue Data Catalog. You would need to write custom Lambda code to add partitions, which is more complex than using a scheduled Glue crawler.",2026-05-17 09:12:49.173773+00,"[""glue"",""athena"",""s3""]"
bfe13bde-6396-4259-a485-dfb55f7f22d0,3b470e16-8c4b-465f-8371-5966c3c34215,A machine learning team is building a SageMaker training pipeline that requires a custom preprocessing step using a library not available in any SageMaker managed container. The team wants to run this step as a SageMaker Processing job. What is the correct approach to provide the custom environment?,"Build a custom Docker image with the required library, push it to Amazon ECR, and specify it as the image URI in the SageMaker Processing job configuration",Use a SageMaker notebook instance to run the preprocessing step before submitting the training job,Install the library using pip in the processing script's entry point before importing it,Use AWS Lambda to run the preprocessing step with the custom library installed as a Lambda layer,"SageMaker Processing jobs support custom Docker containers. You build an image with the required library, push it to ECR, and reference the ECR image URI in the ProcessingJob configuration. This is the standard BYOC pattern for SageMaker Processing jobs with custom dependencies.","Running preprocessing in a notebook instance is not a scalable or reproducible approach for a production pipeline. Notebook instances are interactive environments, not managed processing job infrastructure.",Installing packages via pip at runtime in the processing script's entry point is unreliable in isolated container environments and may fail due to network restrictions or missing build tools. Dependencies should be baked into the Docker image at build time.,"AWS Lambda has a 15-minute execution limit, a 10 GB memory cap, and is not designed for data-intensive ML preprocessing workloads. SageMaker Processing jobs provide managed, scalable compute specifically designed for ML preprocessing.",2026-05-17 09:13:40.338933+00,"[""sagemaker"",""sagemaker-processing"",""ecr""]"
bfe4662e-a5bd-4120-902a-fdddb1f62b46,262e83a8-2ef2-460f-b9af-8f2086d0ea53,"A developer is working on a DynamoDB table that stores item-level changes. When an item is updated, the developer needs a Lambda function to receive only the item's state before the modification — not the new value — so it can be archived to S3. Which DynamoDB Streams StreamViewType should the developer configure?",OLD_IMAGE,NEW_IMAGE,KEYS_ONLY,NEW_AND_OLD_IMAGES,"OLD_IMAGE writes the entire item as it appeared before the modification to the stream. This gives the Lambda function access to the pre-update state of the item, which can then be archived to S3. It is the correct StreamViewType when only the previous value is needed.","NEW_IMAGE writes the entire item as it appears after the modification. This provides the post-update state, not the pre-update state that the developer needs to archive.","KEYS_ONLY writes only the key attributes of the modified item to the stream. It does not include any attribute values, making it impossible to archive the full previous state of the item.","NEW_AND_OLD_IMAGES writes both the pre-update and post-update states of the item to the stream. While this includes the old image, it also sends the new image, which is unnecessary overhead. The developer only needs the old image, so OLD_IMAGE is the more precise and appropriate choice.",2026-05-17 09:13:12.626897+00,"[""dynamodb"",""lambda""]"
c086be9e-2353-42b9-aa5e-e1293989f9ac,09124384-e090-4497-b972-80f3e6e05ddd,A development team wants to run Docker containers without managing the underlying EC2 instances. They want AWS to provision compute on demand for each task. Which combination of services meets this requirement?,Amazon ECS with the AWS Fargate launch type,Amazon ECS with the EC2 launch type,Amazon EC2 with Docker installed manually,Amazon EMR with custom containers,AWS Fargate is the serverless compute engine for containers. Using Amazon ECS with the Fargate launch type lets the team run containers without provisioning or managing EC2 instances — AWS provisions and scales compute per task.,"ECS with the EC2 launch type requires the customer to manage the underlying EC2 cluster, defeating the goal of avoiding server management.","Running Docker on EC2 manually means managing instances, patching, and scaling — the opposite of serverless container compute.",EMR is a big-data processing service for frameworks like Spark and Hadoop. It is not the standard service for general-purpose container workloads.,2026-05-17 09:07:51.173233+00,"[""ecs"",""fargate""]"
c0cc9644-87e3-4f8e-a517-e1cc095e9be4,b71f2be3-347c-4cd1-a3b8-b736c5257e5c,"A machine learning team is preparing a training dataset for a classification model. After profiling the data, they discover that one feature has a very high correlation (r = 0.98) with another feature already in the dataset. Including both features may cause multicollinearity issues. Which approach should the team take?",Remove one of the two highly correlated features from the dataset,Apply SMOTE to both features to reduce their correlation,Apply one-hot encoding to both features,Impute both features with their respective means,"When two features are highly correlated (r = 0.98), they carry nearly identical information. Keeping both can cause multicollinearity in linear models, inflate feature importance scores, and add noise without adding predictive value. Removing one of the redundant features simplifies the model and reduces the risk of these issues.",SMOTE is an oversampling technique for addressing class imbalance in the target variable. It generates synthetic samples and does not reduce or modify the correlation between input features.,One-hot encoding is used for categorical features. Applying it to numeric features would destroy their continuous information and is not applicable to addressing multicollinearity between numeric columns.,"Imputing with the mean fills in missing values and does not change the correlation structure between features. It does not address multicollinearity between two fully observed, highly correlated features.",2026-05-17 09:13:59.248925+00,"[""sagemaker"",""sagemaker-data-wrangler""]"
c0dbc278-b620-4fce-91b3-5809efdcca17,4dbe4195-8590-4799-9b23-53dee6cab688,"A developer has several API Gateway REST APIs, each corresponding to a different release stage of an application: ALPHA, BETA, and PROD. The company wants to consolidate these into a single API Gateway deployment where each stage points to a different Lambda function version. Clients connect using stage-specific custom domain names. What is the MOST suitable approach to achieve this?",Use API Gateway stage variables to reference different Lambda function ARNs per stage.,Create separate API Gateway deployments for each stage and use Route 53 to route traffic.,Use Lambda aliases to point to different function versions and configure a single API Gateway stage.,Use API Gateway usage plans to assign different Lambda functions to different API keys.,"Stage variables in API Gateway are key-value pairs that can be defined per stage and referenced in integration URIs. By setting a stage variable (e.g., lambdaAlias) to different values in each stage, a single API Gateway can route requests to different Lambda function versions or aliases without changing the API definition. This is the standard pattern for managing multiple release environments in a single API Gateway.","Creating separate API Gateway deployments per stage defeats the purpose of consolidation. The requirement is a single API Gateway with multiple stages, not multiple separate deployments.",Lambda aliases alone do not solve the problem of routing different stages to different function versions within a single API Gateway. Stage variables are needed to dynamically reference the correct alias or ARN per stage.,Usage plans and API keys control throttling and quota limits for API consumers. They are not a mechanism for routing requests to different Lambda function versions based on the deployment stage.,2026-05-17 09:13:12.626897+00,"[""api-gateway"",""lambda""]"
c1288ba3-5da2-4e2f-a883-15d2f835ce0f,28da2b21-d04f-4572-8e2c-320e8a522e37,"A security team wants to prevent any IAM principal in member accounts of an AWS Organization from using the EC2 instance launch API in a specific Region, regardless of what permissions are granted at the account level. Which feature should the team use?",Service control policies (SCPs),IAM identity-based policies,Resource-based policies,Permissions boundaries on individual users,Service control policies (SCPs) in AWS Organizations define the maximum permissions available to IAM principals in member accounts. An SCP that denies the EC2 launch action in a Region is enforced regardless of identity-based grants in those accounts.,IAM identity-based policies grant permissions. They can be bypassed via account-level configuration changes if no account-wide guardrail exists.,Resource-based policies attach to specific resources and control access to those resources. They do not impose an organization-wide cap on launching EC2.,Permissions boundaries cap the permissions of an individual user or role within a single account. They do not provide an organization-wide guardrail across all accounts.,2026-05-17 09:07:51.173233+00,"[""organizations"",""iam""]"
c1d34189-b461-42a1-a8da-d0d04fb758e5,04c63002-ea7a-4278-b6bd-626221c15b1b,"Which IAM principle states that a user, role, or service should be granted only the permissions necessary to complete its assigned tasks — and nothing more?",Principle of least privilege,Principle of shared responsibility,Principle of separation of duties,Principle of defense in depth,The principle of least privilege grants only the minimum permissions required to perform a task. Following this principle reduces blast radius if a credential is compromised and is a fundamental IAM best practice.,Shared responsibility describes the division of security duties between AWS and customers. It is not specifically about permission scoping.,Separation of duties divides sensitive tasks across multiple people to prevent fraud. It is related but distinct from least privilege.,"Defense in depth is layered security across the stack (network, host, application). It is a security strategy, not a permission-granting principle.",2026-05-17 09:07:51.173233+00,"[""iam""]"
c1e1e3a2-be41-45cc-89dd-d704ecd906b5,89346455-43f6-45dd-b8b3-cf954abd605d,"An enterprise wants billing experts who help with account-level billing investigation, payment methods, and consolidated billing complications, included as part of their AWS Support plan. Which AWS Support tier includes this Concierge billing support?",AWS Enterprise Support,AWS Basic Support,AWS Developer Support,AWS Business Support,"The Concierge Support team — a billing and account specialist team — is exclusive to AWS Enterprise Support. They assist with billing analysis, payment, and account-management questions for enterprise customers.",Basic Support does not include Concierge billing support.,Developer Support is a lower paid tier and does not include Concierge.,Business Support adds 24/7 Cloud Support Engineer access but does not include the Concierge team.,2026-05-17 09:08:54.872441+00,
c2468567-1622-415f-9ab2-0a56f6abe4b5,04c63002-ea7a-4278-b6bd-626221c15b1b,"A platform team allows application developers to create their own IAM roles for Lambda functions but wants to ensure that the roles can never grant permissions outside an approved set (for example, no S3 wildcard access). Which IAM feature limits the maximum permissions that any role a developer creates can have?",IAM permissions boundary,Resource-based policy on each S3 bucket,IAM access key rotation,Identity-based policy attached to the developer,"Permissions boundaries set the maximum permissions a principal can have, regardless of the identity-based policies attached. Requiring developers to attach a specific boundary to roles they create enforces an upper limit on those roles' capabilities.",Per-bucket resource policies control access to specific resources but do not cap what permissions a created role can be granted across the account.,Access-key rotation addresses credential hygiene; it does not bound permissions.,An identity-based policy on the developer grants their permissions but does not cap what roles they may create.,2026-05-17 09:08:54.872441+00,"[""iam""]"
c2aac5c3-f54f-4dd4-9bf6-08a6f1abe98a,5deee385-5f83-4710-a5e6-93b1e1363626,A data engineering team wants to automate the execution of an AWS Glue ETL job every day at 2 AM UTC to process the previous day's data. The job should not run on weekends. Which approach should they use to schedule this job?,Create an AWS Glue scheduled trigger with a cron expression,Use Amazon EventBridge Scheduler with a rate expression,Configure an AWS Lambda function to start the Glue job using a CloudWatch Events rule,Use AWS Step Functions with a Wait state to delay execution until 2 AM,"AWS Glue supports scheduled triggers with cron expressions that can specify exact times and days of the week. A cron expression like cron(0 2 ? * MON-FRI *) runs the job at 2 AM UTC on weekdays only, directly within the Glue console without additional services.",Amazon EventBridge Scheduler with a rate expression runs at a fixed interval from the last execution and cannot exclude specific days of the week. A cron-based schedule is needed to exclude weekends.,"Using Lambda with a CloudWatch Events rule adds unnecessary complexity. AWS Glue natively supports scheduled triggers with cron expressions, making a Lambda intermediary redundant for this use case.",AWS Step Functions Wait states pause a workflow execution for a specified duration or until a timestamp. They are not a scheduling mechanism and cannot trigger a job on a recurring daily schedule.,2026-05-17 09:12:23.431976+00,"[""glue""]"
c2d0e2de-a1dd-4f78-92a5-6f5d517fbcf5,34c5166f-2f67-43d3-b51e-a346def0ee41,"An operations team wants to execute a command — such as installing a patch or restarting a service — across hundreds of EC2 instances simultaneously, without SSH'ing into each one. Which AWS service is purpose-built for this?",AWS Systems Manager Run Command,AWS CodeDeploy,Amazon EC2 Auto Scaling,AWS OpsWorks,"AWS Systems Manager Run Command lets operators execute commands or scripts across many managed instances at once, with audit logging and IAM-based authorization. SSH access is not required because the SSM agent on each instance receives the command.",CodeDeploy automates application deployments. It is not a general-purpose ad-hoc command runner.,EC2 Auto Scaling adjusts the size of a fleet. It does not execute commands on existing instances.,OpsWorks is a configuration management service based on Chef and Puppet. It is heavier and not the standard tool for ad-hoc command execution today.,2026-05-17 09:08:24.437166+00,"[""systems-manager""]"
c30ac138-d6ef-4b87-93c1-d43cb6ba7d92,43f4ac5f-036d-4962-b5dc-39b6f6f8e576,"A company is migrating a database containing personally identifiable information (PII) to Amazon RDS. The security team requires that the data be encrypted at rest and that the encryption key be rotated annually. The team also needs to ensure that if the RDS instance is deleted, the final snapshot is also encrypted. Which approach should the solutions architect take?","Enable RDS encryption at rest using a customer managed KMS key when creating the instance, and enable automatic key rotation on the CMK. Encrypted instances automatically produce encrypted snapshots.",Enable RDS encryption after the instance is created by modifying the instance settings in the console.,Use Transparent Data Encryption (TDE) within the database engine and store the TDE certificate in AWS Certificate Manager.,Encrypt the data at the application layer before writing to RDS and store the encryption keys in AWS Secrets Manager.,"RDS encryption at rest must be enabled at instance creation time and uses AWS KMS. When a customer managed key is used, automatic rotation can be enabled on the CMK. All snapshots of an encrypted RDS instance, including the final snapshot on deletion, are automatically encrypted with the same key — satisfying all requirements.","RDS encryption cannot be enabled on an existing unencrypted instance by modifying it in place. To encrypt an unencrypted RDS instance, you must take a snapshot, copy it with encryption enabled, and restore from the encrypted snapshot.","Transparent Data Encryption (TDE) is supported for Oracle and SQL Server on RDS, but AWS Certificate Manager is for SSL/TLS certificates, not TDE certificates. TDE certificates for RDS are managed differently and this approach does not integrate with KMS for key rotation.",Application-layer encryption is a valid defense-in-depth measure but does not satisfy the requirement for encryption at rest at the storage level. It also adds significant application complexity and does not ensure that snapshots are encrypted at the RDS level.,2026-05-17 09:14:46.790373+00,"[""rds"",""kms""]"
c34e8642-ee07-447e-a379-9e97a1ecfc3b,0d9792f6-bb48-434e-934e-e7c323a97286,"A data engineering team needs to grant an AWS Glue ETL job access to read from an Amazon S3 bucket and write to an Amazon Redshift cluster. Following the principle of least privilege, which approach should be used?",Create an IAM role with specific S3 read and Redshift write permissions and attach it as the Glue job's IAM role,Use the AWS root account credentials in the Glue job configuration,Create an IAM user with AdministratorAccess and pass the access keys as Glue job parameters,Grant the Glue job s3:* and redshift:* permissions on all resources,"IAM roles are the correct mechanism for granting AWS service access to other AWS services. Creating a role with only the specific permissions needed (s3:GetObject on the source bucket, redshift:CopyFromS3 on the target cluster) follows least privilege and avoids exposing long-lived credentials.",Using root account credentials violates AWS security best practices. Root credentials have unrestricted access to all AWS resources and should never be used for programmatic service access.,Creating an IAM user with AdministratorAccess and passing access keys as job parameters violates least privilege and exposes long-lived credentials in the job configuration. IAM roles are the correct mechanism for service-to-service access.,"Granting s3:* and redshift:* on all resources gives the Glue job far more access than needed. If the job were compromised, an attacker could access or modify any S3 bucket or Redshift cluster in the account.",2026-05-17 09:12:23.431976+00,"[""iam"",""glue"",""s3"",""redshift""]"
c3d019ec-9e8d-419b-8640-e08f5dbf19e7,9a3954ba-1caf-4000-80c6-616a54da29ea,"A data engineering team stores large Parquet datasets in Amazon S3. Over time, many small files (under 128 KB each) have accumulated due to frequent incremental writes. Queries using Amazon Athena are slow because of the overhead of opening thousands of small files. Which approach improves query performance by reducing the number of files?",Use an AWS Glue ETL job to compact small files into larger files,Enable S3 Transfer Acceleration to speed up file access,Use S3 Select to filter data before reading files,Enable S3 Intelligent-Tiering to optimize storage costs,"AWS Glue ETL jobs can read multiple small Parquet files from S3, combine them into larger files (e.g., 128 MB or larger), and write the compacted files back to S3. This reduces the number of files Athena must open, significantly improving query performance. This process is called file compaction or coalescing.","S3 Transfer Acceleration speeds up uploads and downloads to S3 by routing through CloudFront edge locations. It does not reduce the number of files or improve query performance for Athena, which is bottlenecked by the overhead of opening many small files.","S3 Select allows you to retrieve a subset of data from an object using SQL expressions, reducing the amount of data transferred. However, it does not reduce the number of files or the overhead of opening thousands of small files.",S3 Intelligent-Tiering automatically moves objects between access tiers to optimize storage costs. It does not compact small files or improve query performance.,2026-05-17 09:12:49.173773+00,"[""glue"",""s3"",""athena""]"
